Ticker,Shares
SO,280.73563511554016
VSP.TO,302.99350984155996
RY.TO,165.41088740400545
CSCO,305.7653257853586
ABBV,98.0975934754863
SU.TO,476.6514471879604
LOW,88.54269082623516
GM,1418.2566726368798
SPG,552.892787992752
TD.TO,231.23106975138393
CMCSA,748.8410633270121
AUST,12237.399939694347
COST,19.790138266567375
PEP,124.82244694565858
AXP,275.2859929258317
EXE.TO,1251.0709703086459
SLB,2712.3348953458517
SAP.TO,651.0531210690198
T.TO,1433.8866013072798
AIM.TO,8960.546452193432
